text,sentiment,set
বরই লজ্জার বিষয় !!! এত বড় চুর দুর্নীতিবাজ কর্মকর্তা একটা দেশের প্রধান বিমান বন্দরের নিরাপত্তা প্রধান হয়... চি ছি....,sad,train
সব বুঝলাম কিন্তুু যাত্রী র টাকার কী হইল?,surprise,train
"আপনি সঠিক ও সৎ পথে রয়েছেন, বিজয় সব সময় সততার হয়। এগিয়ে যান...। এদেশের কোটি কোটি মানুষ আপনাদের পাশে আছে .........।",happy,train
সাবাস ! সাবাস ! চালিয়া যান. আমরা আছি আপনাদের সাথে.,happy,train
চোরের বাচ্চার সাহস কত বড়!!! এই শুয়োরের বাচ্চাকে এখনও বহিষ্কার করা হচ্ছেনা কেন?? ওয় কি কোন মন্ত্রীর আত্নীয় বিয়া করছে নাকি শালা জামায়াতপ্রেমী???,angry,train
"সালাম স্যার, সাহসী কতার জন্য আপনাকে হাজার সালাম",happy,train
আমরা আছি আপনাদের সাথে। এগিয়ে যান বস।,happy,train
ওই যাত্রীর টাকা কই গেল?,surprise,train
পছন্দ হয়নি!!! কিসের সতর্কতা!!! বিষফোরাটারে লাত্থি মাইরা ডাস্টবিনে ফালাইদিলে খুশি হইতাম😡😡😡😡😡,angry,train
শাবাশ! !,happy,train
কেউ ই আইনের উরধে নয়। এই কথাটি কাজে দেখানোর জন্য ধন্যবাদ @Magistrate sir...,happy,train
তারাই আবার আপনার পিছনে লাগবে বদলি করার জন্য প্রধান নিরাপত্তা শাস্তি নয়ত অন্যত্র বদলি করতে পারেন,angry,train
"ভাল করে আটকান না হয় আইনের পাক পোকর দিয়ে বের হয়ে যাবে, গভীর জলের মাছ সে চাকরি টা যেন যায় আর আল্লাহর গজব পড়ুক তার উপর আমরা এয়ারপোর্টে গেলে কতো ভাবে যে হয়রানি হয়েছি তা একমাত্র ভুক্তভূগীরাই জানে ।",fear,train
আজকে এন টিভি তে আপনাদের কার্যক্রমের প্রতিবেদন দেখলাম ভাল লাগলো। এভাবে শক্ত ভাবে চালিয়ে যান ইনশাআল্লাহ সফল হবেন।,happy,train
